well_id,x,y,z,time_days,time_years,concentration_clean_mg_L,concentration_observed_mg_L,above_detection_limit,detection_limit_mg_L,eval_split
H01,420.0,215.0,221.28095238095236,2190.0,6.0,0.0001683660782721009,0.0,False,0.005,hidden_well
H01,420.0,215.0,221.28095238095236,2298.723404255319,6.297872340425532,0.0003503726811112128,0.0,False,0.005,hidden_well
H01,420.0,215.0,221.28095238095236,2407.446808510638,6.595744680851063,0.0006640936409226682,0.0,False,0.005,hidden_well
H01,420.0,215.0,221.28095238095236,2516.1702127659573,6.8936170212765955,0.0011665119674363717,0.0,False,0.005,hidden_well
H01,420.0,215.0,221.28095238095236,2624.8936170212764,7.191489361702128,0.0019240707950389337,0.0,False,0.005,hidden_well
H01,420.0,215.0,221.28095238095236,2733.6170212765956,7.489361702127659,0.003010524669637193,0.0,False,0.005,hidden_well
H01,420.0,215.0,221.28095238095236,2842.3404255319147,7.787234042553191,0.0045043665576128,0.005397842831494542,True,0.005,hidden_well
H01,420.0,215.0,221.28095238095236,2951.063829787234,8.085106382978724,0.006486065791928188,0.0,False,0.005,hidden_well
H01,420.0,215.0,221.28095238095236,3059.7872340425533,8.382978723404255,0.009035322099994416,0.00888694744841714,True,0.005,hidden_well
H01,420.0,215.0,221.28095238095236,3168.5106382978724,8.680851063829788,0.012228521638755529,0.010260379423650774,True,0.005,hidden_well
H01,420.0,215.0,221.28095238095236,3277.2340425531916,8.97872340425532,0.0161364817146331,0.015298151664051877,True,0.005,hidden_well
H01,420.0,215.0,221.28095238095236,3385.9574468085107,9.27659574468085,0.020822544981318924,0.022099508051946375,True,0.005,hidden_well
H01,420.0,215.0,221.28095238095236,3494.68085106383,9.574468085106384,0.026341077290191854,0.030606845661587088,True,0.005,hidden_well
H01,420.0,215.0,221.28095238095236,3603.404255319149,9.872340425531915,0.032736348865493134,0.0307597439760616,True,0.005,hidden_well
H01,420.0,215.0,221.28095238095236,3712.1276595744685,10.170212765957448,0.040041784470482844,0.047227189917926835,True,0.005,hidden_well
H01,420.0,215.0,221.28095238095236,3820.8510638297876,10.46808510638298,0.048279578866025685,0.04548351271350305,True,0.005,hidden_well
H01,420.0,215.0,221.28095238095236,3929.5744680851067,10.765957446808512,0.05746061774942001,0.052333773354613373,True,0.005,hidden_well
H01,420.0,215.0,221.28095238095236,4038.297872340426,11.063829787234043,0.06758466964401805,0.06505702533173337,True,0.005,hidden_well
H01,420.0,215.0,221.28095238095236,4147.021276595745,11.361702127659575,0.07864082905334706,0.08298753042736705,True,0.005,hidden_well
H01,420.0,215.0,221.28095238095236,4255.744680851064,11.659574468085108,0.09060814316281954,0.09463528038481724,True,0.005,hidden_well
H01,420.0,215.0,221.28095238095236,4364.468085106383,11.957446808510639,0.1034563834224861,0.09967696777726995,True,0.005,hidden_well
H01,420.0,215.0,221.28095238095236,4473.191489361702,12.25531914893617,0.11714687955185792,0.11515112760241457,True,0.005,hidden_well
H01,420.0,215.0,221.28095238095236,4581.914893617021,12.553191489361703,0.1316331169443186,0.13016118778596847,True,0.005,hidden_well
H01,420.0,215.0,221.28095238095236,4690.63829787234,12.851063829787234,0.14686070530188466,0.14098314937722392,True,0.005,hidden_well
H01,420.0,215.0,221.28095238095236,4799.36170212766,13.148936170212766,0.1627665595978204,0.1564447535927827,True,0.005,hidden_well
H01,420.0,215.0,221.28095238095236,4908.085106382979,13.446808510638297,0.1792775238749926,0.19239336969353796,True,0.005,hidden_well
H01,420.0,215.0,221.28095238095236,5016.808510638298,13.74468085106383,0.19630893839745897,0.19309955188343503,True,0.005,hidden_well
H01,420.0,215.0,221.28095238095236,5125.531914893618,14.042553191489365,0.21376368224791867,0.2258632417402953,True,0.005,hidden_well
H01,420.0,215.0,221.28095238095236,5234.255319148937,14.340425531914896,0.23153206707508056,0.23176406583694162,True,0.005,hidden_well
H01,420.0,215.0,221.28095238095236,5342.978723404256,14.638297872340427,0.2494927282128353,0.2561088620288616,True,0.005,hidden_well
H01,420.0,215.0,221.28095238095236,5451.702127659575,14.93617021276596,0.26751445194133916,0.2885845592402647,True,0.005,hidden_well
H01,420.0,215.0,221.28095238095236,5560.425531914894,15.234042553191491,0.2854587393009763,0.26881864577107273,True,0.005,hidden_well
H01,420.0,215.0,221.28095238095236,5669.148936170213,15.531914893617023,0.3031828440681932,0.29401602495343676,True,0.005,hidden_well
H01,420.0,215.0,221.28095238095236,5777.8723404255325,15.829787234042554,0.3205430194354926,0.3172335361695232,True,0.005,hidden_well
H01,420.0,215.0,221.28095238095236,5886.595744680852,16.127659574468087,0.33739774208505074,0.33085088540537855,True,0.005,hidden_well
H01,420.0,215.0,221.28095238095236,5995.319148936171,16.425531914893618,0.3536107335619507,0.341718111011682,True,0.005,hidden_well
H01,420.0,215.0,221.28095238095236,6104.04255319149,16.72340425531915,0.3690536528823124,0.3641993520514868,True,0.005,hidden_well
H01,420.0,215.0,221.28095238095236,6212.765957446809,17.02127659574468,0.3836083829203168,0.3724105630101238,True,0.005,hidden_well
H01,420.0,215.0,221.28095238095236,6321.489361702128,17.319148936170215,0.3971688727383832,0.3728771232328107,True,0.005,hidden_well
H01,420.0,215.0,221.28095238095236,6430.212765957447,17.617021276595747,0.4096425280834885,0.4219315110677405,True,0.005,hidden_well
H01,420.0,215.0,221.28095238095236,6538.936170212766,17.914893617021278,0.42095116377920155,0.40316786292549533,True,0.005,hidden_well
H01,420.0,215.0,221.28095238095236,6647.659574468085,18.21276595744681,0.4310315463101685,0.40487910725523757,True,0.005,hidden_well
H01,420.0,215.0,221.28095238095236,6756.382978723404,18.51063829787234,0.4398355641676557,0.4480077926902485,True,0.005,hidden_well
H01,420.0,215.0,221.28095238095236,6865.106382978724,18.80851063829787,0.4473300689062343,0.458911693940719,True,0.005,hidden_well
H01,420.0,215.0,221.28095238095236,6973.829787234043,19.106382978723406,0.45349643243912036,0.4698731851537675,True,0.005,hidden_well
H01,420.0,215.0,221.28095238095236,7082.553191489362,19.404255319148938,0.45832986666246145,0.4597300095210755,True,0.005,hidden_well
H01,420.0,215.0,221.28095238095236,7191.276595744681,19.70212765957447,0.46183855060218015,0.4488342405053675,True,0.005,hidden_well
H01,420.0,215.0,221.28095238095236,7300.0,20.0,0.46404260831050004,0.4647682219775732,True,0.005,hidden_well
H02,500.0,270.0,221.3190476190476,2190.0,6.0,5.35343556558376e-14,0.0,False,0.005,hidden_well
H02,500.0,270.0,221.3190476190476,2298.723404255319,6.297872340425532,5.846659590527626e-13,0.0,False,0.005,hidden_well
H02,500.0,270.0,221.3190476190476,2407.446808510638,6.595744680851063,4.624782723728977e-12,0.0,False,0.005,hidden_well
H02,500.0,270.0,221.3190476190476,2516.1702127659573,6.8936170212765955,2.8136537379558768e-11,0.0,False,0.005,hidden_well
H02,500.0,270.0,221.3190476190476,2624.8936170212764,7.191489361702128,1.3790836977480783e-10,0.0,False,0.005,hidden_well
H02,500.0,270.0,221.3190476190476,2733.6170212765956,7.489361702127659,5.647340613367915e-10,0.0,False,0.005,hidden_well
H02,500.0,270.0,221.3190476190476,2842.3404255319147,7.787234042553191,1.9886527094215493e-09,0.0,False,0.005,hidden_well
H02,500.0,270.0,221.3190476190476,2951.063829787234,8.085106382978724,6.162683045355987e-09,0.0,False,0.005,hidden_well
H02,500.0,270.0,221.3190476190476,3059.7872340425533,8.382978723404255,1.7123091942684632e-08,0.0,False,0.005,hidden_well
H02,500.0,270.0,221.3190476190476,3168.5106382978724,8.680851063829788,4.33109544531888e-08,0.0,False,0.005,hidden_well
H02,500.0,270.0,221.3190476190476,3277.2340425531916,8.97872340425532,1.0098066147005249e-07,0.0,False,0.005,hidden_well
H02,500.0,270.0,221.3190476190476,3385.9574468085107,9.27659574468085,2.1927702829403026e-07,0.0,False,0.005,hidden_well
H02,500.0,270.0,221.3190476190476,3494.68085106383,9.574468085106384,4.4731192575898143e-07,0.0,False,0.005,hidden_well
H02,500.0,270.0,221.3190476190476,3603.404255319149,9.872340425531915,8.634624146609182e-07,0.0,False,0.005,hidden_well
H02,500.0,270.0,221.3190476190476,3712.1276595744685,10.170212765957448,1.5869542332496087e-06,0.0,False,0.005,hidden_well
H02,500.0,270.0,221.3190476190476,3820.8510638297876,10.46808510638298,2.7916043371860356e-06,0.0,False,0.005,hidden_well
H02,500.0,270.0,221.3190476190476,3929.5744680851067,10.765957446808512,4.721395615495231e-06,0.0,False,0.005,hidden_well
H02,500.0,270.0,221.3190476190476,4038.297872340426,11.063829787234043,7.707367974834508e-06,0.0,False,0.005,hidden_well
H02,500.0,270.0,221.3190476190476,4147.021276595745,11.361702127659575,1.2185151929157253e-05,0.0,False,0.005,hidden_well
H02,500.0,270.0,221.3190476190476,4255.744680851064,11.659574468085108,1.8712357868259054e-05,0.0,False,0.005,hidden_well
H02,500.0,270.0,221.3190476190476,4364.468085106383,11.957446808510639,2.7984974545415292e-05,0.0,False,0.005,hidden_well
H02,500.0,270.0,221.3190476190476,4473.191489361702,12.25531914893617,4.085192632917712e-05,0.0,False,0.005,hidden_well
H02,500.0,270.0,221.3190476190476,4581.914893617021,12.553191489361703,5.832698757524494e-05,0.0,False,0.005,hidden_well
H02,500.0,270.0,221.3190476190476,4690.63829787234,12.851063829787234,8.159734731931975e-05,0.0,False,0.005,hidden_well
H02,500.0,270.0,221.3190476190476,4799.36170212766,13.148936170212766,0.00011202824896925658,0.0,False,0.005,hidden_well
H02,500.0,270.0,221.3190476190476,4908.085106382979,13.446808510638297,0.00015116328701783675,0.0,False,0.005,hidden_well
H02,500.0,270.0,221.3190476190476,5016.808510638298,13.74468085106383,0.00020072011494968436,0.0,False,0.005,hidden_well
H02,500.0,270.0,221.3190476190476,5125.531914893618,14.042553191489365,0.0002625814948944777,0.0,False,0.005,hidden_well
H02,500.0,270.0,221.3190476190476,5234.255319148937,14.340425531914896,0.00033878179038807825,0.0,False,0.005,hidden_well
H02,500.0,270.0,221.3190476190476,5342.978723404256,14.638297872340427,0.0004314891594447783,0.00553195005490752,True,0.005,hidden_well
H02,500.0,270.0,221.3190476190476,5451.702127659575,14.93617021276596,0.000542983836117021,0.0,False,0.005,hidden_well
H02,500.0,270.0,221.3190476190476,5560.425531914894,15.234042553191491,0.0006756329842607077,0.0054894667852671926,True,0.005,hidden_well
H02,500.0,270.0,221.3190476190476,5669.148936170213,15.531914893617023,0.0008318626580851593,0.0,False,0.005,hidden_well
H02,500.0,270.0,221.3190476190476,5777.8723404255325,15.829787234042554,0.0010141274062368518,0.0,False,0.005,hidden_well
H02,500.0,270.0,221.3190476190476,5886.595744680852,16.127659574468087,0.0012248780146010049,0.0,False,0.005,hidden_well
H02,500.0,270.0,221.3190476190476,5995.319148936171,16.425531914893618,0.0014665278126029834,0.0,False,0.005,hidden_well
H02,500.0,270.0,221.3190476190476,6104.04255319149,16.72340425531915,0.0017414178905527154,0.0,False,0.005,hidden_well
H02,500.0,270.0,221.3190476190476,6212.765957446809,17.02127659574468,0.002051781514971041,0.0,False,0.005,hidden_well
H02,500.0,270.0,221.3190476190476,6321.489361702128,17.319148936170215,0.002399708003665266,0.0,False,0.005,hidden_well
H02,500.0,270.0,221.3190476190476,6430.212765957447,17.617021276595747,0.0027871063422465377,0.005017466683395908,True,0.005,hidden_well
H02,500.0,270.0,221.3190476190476,6538.936170212766,17.914893617021278,0.003215668887732255,0.0,False,0.005,hidden_well
H02,500.0,270.0,221.3190476190476,6647.659574468085,18.21276595744681,0.0036868356022623453,0.0,False,0.005,hidden_well
H02,500.0,270.0,221.3190476190476,6756.382978723404,18.51063829787234,0.004201759373824714,0.0,False,0.005,hidden_well
H02,500.0,270.0,221.3190476190476,6865.106382978724,18.80851063829787,0.004761273091815438,0.0,False,0.005,hidden_well
H02,500.0,270.0,221.3190476190476,6973.829787234043,19.106382978723406,0.005365859234985703,0.0,False,0.005,hidden_well
H02,500.0,270.0,221.3190476190476,7082.553191489362,19.404255319148938,0.006015622783398671,0.005235761899507324,True,0.005,hidden_well
H02,500.0,270.0,221.3190476190476,7191.276595744681,19.70212765957447,0.006710268275274498,0.006201673061657156,True,0.005,hidden_well
H02,500.0,270.0,221.3190476190476,7300.0,20.0,0.007449081790534504,0.008532609711183362,True,0.005,hidden_well
H03,610.0,235.0,221.36904761904762,2190.0,6.0,3.095784137513696e-23,0.0,False,0.005,hidden_well
H03,610.0,235.0,221.36904761904762,2298.723404255319,6.297872340425532,2.2951401150171424e-21,0.0,False,0.005,hidden_well
H03,610.0,235.0,221.36904761904762,2407.446808510638,6.595744680851063,9.601704746811358e-20,0.0,False,0.005,hidden_well
H03,610.0,235.0,221.36904761904762,2516.1702127659573,6.8936170212765955,2.5174605639309336e-18,0.0,False,0.005,hidden_well
H03,610.0,235.0,221.36904761904762,2624.8936170212764,7.191489361702128,4.485020376905329e-17,0.0,False,0.005,hidden_well
H03,610.0,235.0,221.36904761904762,2733.6170212765956,7.489361702127659,5.784278737250463e-16,0.0,False,0.005,hidden_well
H03,610.0,235.0,221.36904761904762,2842.3404255319147,7.787234042553191,5.678906515781823e-15,0.0,False,0.005,hidden_well
H03,610.0,235.0,221.36904761904762,2951.063829787234,8.085106382978724,4.419768651991868e-14,0.0,False,0.005,hidden_well
H03,610.0,235.0,221.36904761904762,3059.7872340425533,8.382978723404255,2.8182473033267054e-13,0.0,False,0.005,hidden_well
H03,610.0,235.0,221.36904761904762,3168.5106382978724,8.680851063829788,1.5128307148935856e-12,0.0,False,0.005,hidden_well
H03,610.0,235.0,221.36904761904762,3277.2340425531916,8.97872340425532,6.992249644633363e-12,0.0,False,0.005,hidden_well
H03,610.0,235.0,221.36904761904762,3385.9574468085107,9.27659574468085,2.8355759543609502e-11,0.0,False,0.005,hidden_well
H03,610.0,235.0,221.36904761904762,3494.68085106383,9.574468085106384,1.0250658025447538e-10,0.0,False,0.005,hidden_well
H03,610.0,235.0,221.36904761904762,3603.404255319149,9.872340425531915,3.3479690759708696e-10,0.0,False,0.005,hidden_well
H03,610.0,235.0,221.36904761904762,3712.1276595744685,10.170212765957448,9.993022450865258e-10,0.0,False,0.005,hidden_well
H03,610.0,235.0,221.36904761904762,3820.8510638297876,10.46808510638298,2.75263444926618e-09,0.0,False,0.005,hidden_well
H03,610.0,235.0,221.36904761904762,3929.5744680851067,10.765957446808512,7.0565500293566685e-09,0.0,False,0.005,hidden_well
H03,610.0,235.0,221.36904761904762,4038.297872340426,11.063829787234043,1.6958536435414634e-08,0.0,False,0.005,hidden_well
H03,610.0,235.0,221.36904761904762,4147.021276595745,11.361702127659575,3.844858474247855e-08,0.0,False,0.005,hidden_well
H03,610.0,235.0,221.36904761904762,4255.744680851064,11.659574468085108,8.269174461049845e-08,0.0,False,0.005,hidden_well
H03,610.0,235.0,221.36904761904762,4364.468085106383,11.957446808510639,1.6952400517385716e-07,0.0,False,0.005,hidden_well
H03,610.0,235.0,221.36904761904762,4473.191489361702,12.25531914893617,3.3268490121898515e-07,0.0,False,0.005,hidden_well
H03,610.0,235.0,221.36904761904762,4581.914893617021,12.553191489361703,6.273332870818466e-07,0.0,False,0.005,hidden_well
H03,610.0,235.0,221.36904761904762,4690.63829787234,12.851063829787234,1.1404413995697775e-06,0.0,False,0.005,hidden_well
H03,610.0,235.0,221.36904761904762,4799.36170212766,13.148936170212766,2.0046757443485635e-06,0.0,False,0.005,hidden_well
H03,610.0,235.0,221.36904761904762,4908.085106382979,13.446808510638297,3.4163427095056677e-06,0.0,False,0.005,hidden_well
H03,610.0,235.0,221.36904761904762,5016.808510638298,13.74468085106383,5.6578967105306905e-06,0.0,False,0.005,hidden_well
H03,610.0,235.0,221.36904761904762,5125.531914893618,14.042553191489365,9.125377841407635e-06,0.0,False,0.005,hidden_well
H03,610.0,235.0,221.36904761904762,5234.255319148937,14.340425531914896,1.4360967647685686e-05,0.0,False,0.005,hidden_well
H03,610.0,235.0,221.36904761904762,5342.978723404256,14.638297872340427,2.2090633194245453e-05,0.0,False,0.005,hidden_well
H03,610.0,235.0,221.36904761904762,5451.702127659575,14.93617021276596,3.3266582096557265e-05,0.0,False,0.005,hidden_well
H03,610.0,235.0,221.36904761904762,5560.425531914894,15.234042553191491,4.911398822799844e-05,0.005039254837566511,True,0.005,hidden_well
H03,610.0,235.0,221.36904761904762,5669.148936170213,15.531914893617023,7.118118442200862e-05,0.0,False,0.005,hidden_well
H03,610.0,235.0,221.36904761904762,5777.8723404255325,15.829787234042554,0.00010139226985558876,0.0,False,0.005,hidden_well
H03,610.0,235.0,221.36904761904762,5886.595744680852,16.127659574468087,0.00014210086016660343,0.0,False,0.005,hidden_well
H03,610.0,235.0,221.36904761904762,5995.319148936171,16.425531914893618,0.0001961435300047888,0.0,False,0.005,hidden_well
H03,610.0,235.0,221.36904761904762,6104.04255319149,16.72340425531915,0.00026689137017701757,0.0,False,0.005,hidden_well
H03,610.0,235.0,221.36904761904762,6212.765957446809,17.02127659574468,0.0003582980110031219,0.0,False,0.005,hidden_well
H03,610.0,235.0,221.36904761904762,6321.489361702128,17.319148936170215,0.0004749424523884942,0.0,False,0.005,hidden_well
H03,610.0,235.0,221.36904761904762,6430.212765957447,17.617021276595747,0.0006220650879867611,0.0,False,0.005,hidden_well
H03,610.0,235.0,221.36904761904762,6538.936170212766,17.914893617021278,0.0008055954104750622,0.0,False,0.005,hidden_well
H03,610.0,235.0,221.36904761904762,6647.659574468085,18.21276595744681,0.001032170029010715,0.0,False,0.005,hidden_well
H03,610.0,235.0,221.36904761904762,6756.382978723404,18.51063829787234,0.0013091398077757514,0.0,False,0.005,hidden_well
H03,610.0,235.0,221.36904761904762,6865.106382978724,18.80851063829787,0.0016445651346414217,0.0,False,0.005,hidden_well
H03,610.0,235.0,221.36904761904762,6973.829787234043,19.106382978723406,0.002047198540491214,0.0,False,0.005,hidden_well
H03,610.0,235.0,221.36904761904762,7082.553191489362,19.404255319148938,0.002526454103720555,0.0,False,0.005,hidden_well
H03,610.0,235.0,221.36904761904762,7191.276595744681,19.70212765957447,0.003092363285013816,0.0,False,0.005,hidden_well
H03,610.0,235.0,221.36904761904762,7300.0,20.0,0.00375551704231671,0.0,False,0.005,hidden_well
H04,760.0,275.0,221.4047619047619,2190.0,6.0,4.7365802314027046e-57,0.0,False,0.005,hidden_well
H04,760.0,275.0,221.4047619047619,2298.723404255319,6.297872340425532,1.210579965739759e-52,0.0,False,0.005,hidden_well
H04,760.0,275.0,221.4047619047619,2407.446808510638,6.595744680851063,8.168012146524928e-49,0.0,False,0.005,hidden_well
H04,760.0,275.0,221.4047619047619,2516.1702127659573,6.8936170212765955,1.856418070723235e-45,0.0,False,0.005,hidden_well
H04,760.0,275.0,221.4047619047619,2624.8936170212764,7.191489361702128,1.7147743553889327e-42,0.0,False,0.005,hidden_well
H04,760.0,275.0,221.4047619047619,2733.6170212765956,7.489361702127659,7.45650665390382e-40,0.0,False,0.005,hidden_well
H04,760.0,275.0,221.4047619047619,2842.3404255319147,7.787234042553191,1.7152829535597544e-37,0.0,False,0.005,hidden_well
H04,760.0,275.0,221.4047619047619,2951.063829787234,8.085106382978724,2.2927229696515718e-35,0.0,False,0.005,hidden_well
H04,760.0,275.0,221.4047619047619,3059.7872340425533,8.382978723404255,1.9218215896104177e-33,0.0,False,0.005,hidden_well
H04,760.0,275.0,221.4047619047619,3168.5106382978724,8.680851063829788,1.0755607948726346e-31,0.0,False,0.005,hidden_well
H04,760.0,275.0,221.4047619047619,3277.2340425531916,8.97872340425532,4.23330583968282e-30,0.0,False,0.005,hidden_well
H04,760.0,275.0,221.4047619047619,3385.9574468085107,9.27659574468085,1.2237995399890586e-28,0.0,False,0.005,hidden_well
H04,760.0,275.0,221.4047619047619,3494.68085106383,9.574468085106384,2.6953762279333846e-27,0.0,False,0.005,hidden_well
H04,760.0,275.0,221.4047619047619,3603.404255319149,9.872340425531915,4.665435621128919e-26,0.0,False,0.005,hidden_well
H04,760.0,275.0,221.4047619047619,3712.1276595744685,10.170212765957448,6.516987520102198e-25,0.0,False,0.005,hidden_well
H04,760.0,275.0,221.4047619047619,3820.8510638297876,10.46808510638298,7.515914236612248e-24,0.0,False,0.005,hidden_well
H04,760.0,275.0,221.4047619047619,3929.5744680851067,10.765957446808512,7.298803566050364e-23,0.0,False,0.005,hidden_well
H04,760.0,275.0,221.4047619047619,4038.297872340426,11.063829787234043,6.071399757072325e-22,0.0,False,0.005,hidden_well
H04,760.0,275.0,221.4047619047619,4147.021276595745,11.361702127659575,4.391187164875384e-21,0.0,False,0.005,hidden_well
H04,760.0,275.0,221.4047619047619,4255.744680851064,11.659574468085108,2.797829307342536e-20,0.0,False,0.005,hidden_well
H04,760.0,275.0,221.4047619047619,4364.468085106383,11.957446808510639,1.588609433128321e-19,0.0,False,0.005,hidden_well
H04,760.0,275.0,221.4047619047619,4473.191489361702,12.25531914893617,8.120793181451341e-19,0.0,False,0.005,hidden_well
H04,760.0,275.0,221.4047619047619,4581.914893617021,12.553191489361703,3.771319622750456e-18,0.0,False,0.005,hidden_well
H04,760.0,275.0,221.4047619047619,4690.63829787234,12.851063829787234,1.603973871753137e-17,0.0,False,0.005,hidden_well
H04,760.0,275.0,221.4047619047619,4799.36170212766,13.148936170212766,6.292599761914929e-17,0.0,False,0.005,hidden_well
H04,760.0,275.0,221.4047619047619,4908.085106382979,13.446808510638297,2.2918394924168146e-16,0.0,False,0.005,hidden_well
H04,760.0,275.0,221.4047619047619,5016.808510638298,13.74468085106383,7.794093081618356e-16,0.0,False,0.005,hidden_well
H04,760.0,275.0,221.4047619047619,5125.531914893618,14.042553191489365,2.4878777658908907e-15,0.0,False,0.005,hidden_well
H04,760.0,275.0,221.4047619047619,5234.255319148937,14.340425531914896,7.48873027336563e-15,0.0,False,0.005,hidden_well
H04,760.0,275.0,221.4047619047619,5342.978723404256,14.638297872340427,2.134723076129368e-14,0.0,False,0.005,hidden_well
H04,760.0,275.0,221.4047619047619,5451.702127659575,14.93617021276596,5.784888294922138e-14,0.0,False,0.005,hidden_well
H04,760.0,275.0,221.4047619047619,5560.425531914894,15.234042553191491,1.4954821752189628e-13,0.0,False,0.005,hidden_well
H04,760.0,275.0,221.4047619047619,5669.148936170213,15.531914893617023,3.6997891078591505e-13,0.0,False,0.005,hidden_well
H04,760.0,275.0,221.4047619047619,5777.8723404255325,15.829787234042554,8.784913774850953e-13,0.0,False,0.005,hidden_well
H04,760.0,275.0,221.4047619047619,5886.595744680852,16.127659574468087,2.0072887989905324e-12,0.0,False,0.005,hidden_well
H04,760.0,275.0,221.4047619047619,5995.319148936171,16.425531914893618,4.424295377437247e-12,0.0,False,0.005,hidden_well
H04,760.0,275.0,221.4047619047619,6104.04255319149,16.72340425531915,9.427648378225354e-12,0.0,False,0.005,hidden_well
H04,760.0,275.0,221.4047619047619,6212.765957446809,17.02127659574468,1.946133407188471e-11,0.0,False,0.005,hidden_well
H04,760.0,275.0,221.4047619047619,6321.489361702128,17.319148936170215,3.8991179882489276e-11,0.0,False,0.005,hidden_well
H04,760.0,275.0,221.4047619047619,6430.212765957447,17.617021276595747,7.595139067616874e-11,0.0,False,0.005,hidden_well
H04,760.0,275.0,221.4047619047619,6538.936170212766,17.914893617021278,1.4407023800360185e-10,0.0,False,0.005,hidden_well
H04,760.0,275.0,221.4047619047619,6647.659574468085,18.21276595744681,2.6651617908833144e-10,0.0,False,0.005,hidden_well
H04,760.0,275.0,221.4047619047619,6756.382978723404,18.51063829787234,4.814797057742936e-10,0.0,False,0.005,hidden_well
H04,760.0,275.0,221.4047619047619,6865.106382978724,18.80851063829787,8.505285495985498e-10,0.0,False,0.005,hidden_well
H04,760.0,275.0,221.4047619047619,6973.829787234043,19.106382978723406,1.4708506928334047e-09,0.0,False,0.005,hidden_well
H04,760.0,275.0,221.4047619047619,7082.553191489362,19.404255319148938,2.4928357130609574e-09,0.0,False,0.005,hidden_well
H04,760.0,275.0,221.4047619047619,7191.276595744681,19.70212765957447,4.144842895666266e-09,0.0,False,0.005,hidden_well
H04,760.0,275.0,221.4047619047619,7300.0,20.0,6.767463933546675e-09,0.0,False,0.005,hidden_well
W01,300.0,230.0,221.15238095238095,3102.5,8.5,0.4049620043673765,0.412335912253754,True,0.005,future_public
W01,300.0,230.0,221.15238095238095,3204.878048780488,8.78048780487805,0.42772657352654014,0.4468527726716852,True,0.005,future_public
W01,300.0,230.0,221.15238095238095,3307.256097560976,9.060975609756099,0.44931337811239275,0.4618321945265699,True,0.005,future_public
W01,300.0,230.0,221.15238095238095,3409.6341463414633,9.341463414634147,0.47018332438804744,0.45251504338013204,True,0.005,future_public
W01,300.0,230.0,221.15238095238095,3512.012195121951,9.621951219512194,0.49010004505506877,0.4804529720869327,True,0.005,future_public
W01,300.0,230.0,221.15238095238095,3614.390243902439,9.902439024390244,0.5087596668577046,0.5102839832422577,True,0.005,future_public
W01,300.0,230.0,221.15238095238095,3716.7682926829266,10.182926829268292,0.5266528785503526,0.5352337608798445,True,0.005,future_public
W01,300.0,230.0,221.15238095238095,3819.1463414634145,10.463414634146341,0.5436599140068269,0.5572512390207802,True,0.005,future_public
W01,300.0,230.0,221.15238095238095,3921.5243902439024,10.74390243902439,0.5588834511355194,0.5566602088262562,True,0.005,future_public
W01,300.0,230.0,221.15238095238095,4023.9024390243903,11.02439024390244,0.5713616194853078,0.5933164269457835,True,0.005,future_public
W01,300.0,230.0,221.15238095238095,4126.280487804878,11.304878048780488,0.5804256908703799,0.5950741066834773,True,0.005,future_public
W01,300.0,230.0,221.15238095238095,4228.658536585366,11.585365853658537,0.5857348864736568,0.5781896504527795,True,0.005,future_public
W01,300.0,230.0,221.15238095238095,4331.036585365853,11.865853658536585,0.5872089889346749,0.5825763203214658,True,0.005,future_public
W01,300.0,230.0,221.15238095238095,4433.414634146342,12.146341463414636,0.584955237543989,0.575169666790304,True,0.005,future_public
